"qtl_id"	"gene"	"chr"
"QTL:8804"	"LIN52"	"7"
"QTL:8805"	"LIN52"	"7"
"QTL:24288"	"HSD17B6"	"5"
"QTL:2927"	"HSD17B6"	"5"
"QTL:984"	"HSD17B6"	"5"
"QTL:5223"	"GNG2"	"1"
"QTL:5255"	"GNG2"	"1"
"QTL:24289"	"LRRC4B"	"6"
"QTL:5226"	"LRRC4B"	"6"
"QTL:4253"	"CH242-30B6.1"	"8"
"QTL:1100"	"CH242-30B6.1"	"8"
"QTL:2927"	"C1QTNF6"	"5"
"QTL:37463"	"RANGRF"	"12"
"QTL:5227"	"RANGRF"	"12"
"QTL:5261"	"RANGRF"	"12"
"QTL:95566"	"RANGRF"	"12"
"QTL:5224"	"PRSS33"	"3"
"QTL:6465"	"PRSS33"	"3"
"QTL:5224"	"FUS"	"3"
"QTL:24288"	"RIC8B"	"5"
"QTL:2927"	"RIC8B"	"5"
"QTL:24288"	"RND1"	"5"
"QTL:2927"	"RND1"	"5"
"QTL:24288"	"WNT1"	"5"
"QTL:2927"	"WNT1"	"5"
"QTL:24288"	"C1QL4"	"5"
"QTL:2927"	"C1QL4"	"5"
"QTL:24288"	"POLR2L"	"5"
"QTL:2927"	"POLR2L"	"5"
"QTL:984"	"POLR2L"	"5"
"QTL:24288"	"ERGIC2"	"5"
"QTL:24288"	"EPS8"	"5"
"QTL:24288"	"PDE6H"	"5"
"QTL:24288"	"ING4"	"5"
"QTL:5257"	"HIST1H2AA"	"7"
"QTL:584"	"HIST1H2AA"	"7"
"QTL:5257"	"HDDC3"	"7"
"QTL:277"	"HCN4"	"7"
"QTL:5257"	"HCN4"	"7"
"QTL:277"	"HNRNPAB"	"7"
"QTL:5257"	"HNRNPAB"	"7"
"QTL:277"	"CBLN3"	"7"
"QTL:5257"	"CBLN3"	"7"
"QTL:277"	"THTPA"	"7"
"QTL:5257"	"THTPA"	"7"
"QTL:277"	"SLC7A8"	"7"
"QTL:5257"	"SLC7A8"	"7"
"QTL:277"	"SLC7A7"	"7"
"QTL:5257"	"SLC7A7"	"7"
"QTL:24289"	"THAP11"	"6"
"QTL:5226"	"THAP11"	"6"
"QTL:24289"	"CNGB1"	"6"
"QTL:24289"	"SLC7A10"	"6"
"QTL:5226"	"SLC7A10"	"6"
"QTL:24289"	"ZNF792"	"6"
"QTL:5226"	"ZNF792"	"6"
"QTL:24289"	"HAUS5"	"6"
"QTL:5226"	"HAUS5"	"6"
"QTL:24289"	"ZNF45"	"6"
"QTL:5226"	"ZNF45"	"6"
"QTL:24289"	"ZNF112"	"6"
"QTL:5226"	"ZNF112"	"6"
"QTL:24289"	"PGLYRP1"	"6"
"QTL:5226"	"PGLYRP1"	"6"
"QTL:24289"	"PLEKHA4"	"6"
"QTL:5226"	"PLEKHA4"	"6"
"QTL:24289"	"FGF21"	"6"
"QTL:5226"	"FGF21"	"6"
"QTL:24289"	"IZUMO2"	"6"
"QTL:5226"	"IZUMO2"	"6"
"QTL:24289"	"PEX14"	"6"
"QTL:5226"	"PEX14"	"6"
"QTL:8665"	"PEX14"	"6"
"QTL:24289"	"MIIP"	"6"
"QTL:5226"	"MIIP"	"6"
"QTL:8665"	"MIIP"	"6"
"QTL:24289"	"EFHD2"	"6"
"QTL:5226"	"EFHD2"	"6"
"QTL:8665"	"EFHD2"	"6"
"QTL:17563"	"DNAJC16"	"6"
"QTL:24289"	"DNAJC16"	"6"
"QTL:5226"	"DNAJC16"	"6"
"QTL:8665"	"DNAJC16"	"6"
"QTL:17547"	"EPB41"	"6"
"QTL:17563"	"EPB41"	"6"
"QTL:5226"	"EPB41"	"6"
"QTL:8665"	"EPB41"	"6"
"QTL:17547"	"EIF3I"	"6"
"QTL:17563"	"EIF3I"	"6"
"QTL:5226"	"EIF3I"	"6"
"QTL:8665"	"EIF3I"	"6"
"QTL:17547"	"TEKT2"	"6"
"QTL:5226"	"TEKT2"	"6"
"QTL:8665"	"TEKT2"	"6"
"QTL:17547"	"EPB41L3"	"6"
"QTL:5226"	"EPB41L3"	"6"
"QTL:17547"	"MYL12B"	"6"
"QTL:5226"	"MYL12B"	"6"
"QTL:17547"	"ESCO1"	"6"
"QTL:5226"	"ESCO1"	"6"
"QTL:5226"	"RPSA"	"6"
"QTL:583"	"RPSA"	"6"
"QTL:5226"	"ZCCHC11"	"6"
"QTL:5226"	"MUTYH"	"6"
"QTL:5226"	"GUCA2A"	"6"
"QTL:24289"	"ZNF134"	"6"
"QTL:5226"	"ZNF134"	"6"
"QTL:8665"	"ZNF134"	"6"
"QTL:24289"	"ZNF671"	"6"
"QTL:5226"	"ZNF671"	"6"
"QTL:8665"	"ZNF671"	"6"
"QTL:24289"	"ZNF584"	"6"
"QTL:5226"	"ZNF584"	"6"
"QTL:8665"	"ZNF584"	"6"
"QTL:5223"	"ASF1A"	"1"
"QTL:5223"	"FUT9"	"1"
"QTL:5223"	"FRMD5"	"1"
"QTL:5255"	"FRMD5"	"1"
"QTL:6481"	"FRMD5"	"1"
"QTL:5223"	"SERINC4"	"1"
"QTL:5255"	"SERINC4"	"1"
"QTL:6481"	"SERINC4"	"1"
"QTL:5223"	"CNTLN"	"1"
"QTL:5255"	"CNTLN"	"1"
"QTL:5223"	"EPB41L4B"	"1"
"QTL:5255"	"EPB41L4B"	"1"
"QTL:17560"	"TMEM74"	"4"
"QTL:5225"	"TMEM74"	"4"
"QTL:5256"	"TMEM74"	"4"
"QTL:5225"	"DPYS"	"4"
"QTL:5256"	"DPYS"	"4"
"QTL:5225"	"CNGB3"	"4"
"QTL:5256"	"CNGB3"	"4"
"QTL:5256"	"PRKDC"	"4"
"QTL:5229"	"EPB41L1"	"17"
"QTL:5229"	"SERINC3"	"17"
"QTL:5229"	"ACOT8"	"17"
"QTL:5229"	"CBLN4"	"17"
"QTL:5229"	"ZBP1"	"17"
"QTL:5224"	"MYL10"	"3"
"QTL:5224"	"TBC1D10B"	"3"
"QTL:5224"	"MYLPF"	"3"
"QTL:5224"	"NMRAL1"	"3"
"QTL:6465"	"NMRAL1"	"3"
"QTL:5224"	"GPAT2"	"3"
"QTL:6465"	"GPAT2"	"3"
"QTL:5224"	"UXS1"	"3"
"QTL:6465"	"UXS1"	"3"
"QTL:5224"	"GNLY"	"3"
"QTL:6465"	"GNLY"	"3"
"QTL:5224"	"TGFA"	"3"
"QTL:6465"	"TGFA"	"3"
"QTL:5224"	"MSH2"	"3"
"QTL:5224"	"PRKD3"	"3"
"QTL:5224"	"XDH"	"3"
"QTL:5224"	"LBH"	"3"
"QTL:8797"	"LBH"	"3"
"QTL:8798"	"LBH"	"3"
"QTL:5224"	"DPYSL5"	"3"
"QTL:8797"	"DPYSL5"	"3"
"QTL:8798"	"DPYSL5"	"3"
"QTL:4250"	"RHOB"	"3"
"QTL:5224"	"RHOB"	"3"
"QTL:8797"	"RHOB"	"3"
"QTL:8798"	"RHOB"	"3"
"QTL:683"	"C4orf19"	"8"
"QTL:4253"	"BTC"	"8"
"QTL:1100"	"BTC"	"8"
"QTL:37464"	"FUT11"	"14"
"QTL:5259"	"ZCCHC6"	"10"
"QTL:1110"	"C1QL3"	"10"
"QTL:2928"	"C1QL3"	"10"
"QTL:594"	"C1QL3"	"10"
"QTL:1107"	"USP6NL"	"10"
"QTL:1214"	"VEGFD"	"X"
"QTL:593"	"TBC1D10C"	"2"
"QTL:909"	"CAPRIN1"	"2"
"QTL:5228"	"STC2"	"16"
"QTL:8812"	"STC2"	"16"
"QTL:5228"	"ERGIC1"	"16"
"QTL:8812"	"ERGIC1"	"16"
"QTL:5228"	"KCNMB1"	"16"
"QTL:8812"	"KCNMB1"	"16"
"QTL:5228"	"SAP30L"	"16"
"QTL:1128"	"KCNH6"	"12"
"QTL:5227"	"KCNH6"	"12"
"QTL:5261"	"KCNH6"	"12"
"QTL:6472"	"KCNH6"	"12"
"QTL:6479"	"KCNH6"	"12"
"QTL:4254"	"WNT3"	"12"
"QTL:5227"	"WNT3"	"12"
"QTL:5261"	"WNT3"	"12"
"QTL:6472"	"WNT3"	"12"
"QTL:6479"	"WNT3"	"12"
"QTL:4254"	"C1QL1"	"12"
"QTL:5227"	"C1QL1"	"12"
"QTL:5261"	"C1QL1"	"12"
"QTL:6472"	"C1QL1"	"12"
"QTL:6479"	"C1QL1"	"12"
"QTL:4254"	"KCNH4"	"12"
"QTL:5227"	"KCNH4"	"12"
"QTL:5261"	"KCNH4"	"12"
"QTL:6472"	"KCNH4"	"12"
"QTL:6479"	"KCNH4"	"12"
"QTL:4254"	"EIF1"	"12"
"QTL:5227"	"EIF1"	"12"
"QTL:5261"	"EIF1"	"12"
"QTL:6472"	"EIF1"	"12"
"QTL:6479"	"EIF1"	"12"
"QTL:4254"	"PNMT"	"12"
"QTL:5227"	"PNMT"	"12"
"QTL:5261"	"PNMT"	"12"
"QTL:6472"	"PNMT"	"12"
"QTL:6479"	"PNMT"	"12"
"QTL:4254"	"STAC2"	"12"
"QTL:5227"	"STAC2"	"12"
"QTL:5261"	"STAC2"	"12"
"QTL:6472"	"STAC2"	"12"
"QTL:6479"	"STAC2"	"12"
"QTL:2929"	"MRPL10"	"12"
"QTL:5227"	"MRPL10"	"12"
"QTL:5261"	"MRPL10"	"12"
"QTL:595"	"MRPL10"	"12"
"QTL:6472"	"MRPL10"	"12"
"QTL:6479"	"MRPL10"	"12"
"QTL:2929"	"TOB1"	"12"
"QTL:5227"	"TOB1"	"12"
"QTL:5261"	"TOB1"	"12"
"QTL:595"	"TOB1"	"12"
"QTL:6472"	"TOB1"	"12"
"QTL:6479"	"TOB1"	"12"
"QTL:5227"	"VPS53"	"12"
"QTL:5261"	"VPS53"	"12"
"QTL:37462"	"TEKT1"	"12"
"QTL:5227"	"TEKT1"	"12"
"QTL:5261"	"TEKT1"	"12"
"QTL:5227"	"TEKT3"	"12"
"QTL:5261"	"TEKT3"	"12"
"QTL:5223"	"CBLN2"	"1"
"QTL:5255"	"CBLN2"	"1"
"QTL:24288"	"STRAP"	"5"
"QTL:24289"	"ZNF235"	"6"
"QTL:5226"	"ZNF235"	"6"
"QTL:24288"	"CAPRIN2"	"5"
"QTL:593"	"RHOD"	"2"
"QTL:5224"	"DNAJA3"	"3"
"QTL:6465"	"DNAJA3"	"3"
"QTL:5225"	"SLC7A13"	"4"
"QTL:5256"	"SLC7A13"	"4"
"QTL:24289"	"SLC7A9"	"6"
"QTL:5226"	"SLC7A9"	"6"
"QTL:5257"	"HIST1H2AC"	"7"
"QTL:584"	"HIST1H2AC"	"7"
"QTL:5224"	"ZNF226"	"3"
"QTL:5228"	"UBTD2"	"16"
"QTL:8812"	"UBTD2"	"16"
"QTL:5229"	"MYL9"	"17"
"QTL:4254"	"RUNDC1"	"12"
"QTL:5227"	"RUNDC1"	"12"
"QTL:5261"	"RUNDC1"	"12"
"QTL:6472"	"RUNDC1"	"12"
"QTL:6479"	"RUNDC1"	"12"
"QTL:683"	"UBE2K"	"8"
"QTL:5257"	"PRSS16"	"7"
"QTL:584"	"PRSS16"	"7"
"QTL:1250"	"CCDC180"	"1"
"QTL:5223"	"CCDC180"	"1"
"QTL:5255"	"CCDC180"	"1"
"QTL:582"	"CCDC180"	"1"
"QTL:822"	"CCDC180"	"1"
"QTL:845"	"CCDC180"	"1"
"QTL:24289"	"PRKD2"	"6"
"QTL:5226"	"PRKD2"	"6"
"QTL:24289"	"EPS8L1"	"6"
"QTL:5226"	"EPS8L1"	"6"
"QTL:8665"	"EPS8L1"	"6"
"QTL:24289"	"CNFN"	"6"
"QTL:5226"	"CNFN"	"6"
"QTL:17547"	"GALE"	"6"
"QTL:17563"	"GALE"	"6"
"QTL:5226"	"GALE"	"6"
"QTL:8665"	"GALE"	"6"
"QTL:24289"	"ZNF132"	"6"
"QTL:5226"	"ZNF132"	"6"
"QTL:8665"	"ZNF132"	"6"
"QTL:24288"	"FGF23"	"5"
"QTL:683"	"LIAS"	"8"
"QTL:4254"	"RND2"	"12"
"QTL:5227"	"RND2"	"12"
"QTL:5261"	"RND2"	"12"
"QTL:6472"	"RND2"	"12"
"QTL:6479"	"RND2"	"12"
"QTL:24288"	"STAC3"	"5"
"QTL:2927"	"STAC3"	"5"
"QTL:984"	"STAC3"	"5"
"QTL:5223"	"AMBP"	"1"
"QTL:5255"	"AMBP"	"1"
"QTL:5229"	"SNX5"	"17"
"QTL:5229"	"MYLK2"	"17"
"QTL:4253"	"SLC4A4"	"8"
"QTL:1100"	"SLC4A4"	"8"
"QTL:593"	"FGF19"	"2"
"QTL:593"	"SNX32"	"2"
"QTL:4254"	"SLC4A1"	"12"
"QTL:5227"	"SLC4A1"	"12"
"QTL:5261"	"SLC4A1"	"12"
"QTL:6472"	"SLC4A1"	"12"
"QTL:6479"	"SLC4A1"	"12"
"QTL:2929"	"WFIKKN2"	"12"
"QTL:5227"	"WFIKKN2"	"12"
"QTL:5261"	"WFIKKN2"	"12"
"QTL:595"	"WFIKKN2"	"12"
"QTL:6472"	"WFIKKN2"	"12"
"QTL:6479"	"WFIKKN2"	"12"
"QTL:2929"	"APPBP2"	"12"
"QTL:5227"	"APPBP2"	"12"
"QTL:5261"	"APPBP2"	"12"
"QTL:595"	"APPBP2"	"12"
"QTL:6472"	"APPBP2"	"12"
"QTL:6479"	"APPBP2"	"12"
"QTL:5224"	"SLC4A5"	"3"
"QTL:6465"	"SLC4A5"	"3"
"QTL:24288"	"SLC4A8"	"5"
"QTL:2927"	"SLC4A8"	"5"
"QTL:24288"	"IL26"	"5"
"QTL:24288"	"IL22"	"5"
"QTL:24288"	"IAPP"	"5"
"QTL:24288"	"TSPAN9"	"5"
"QTL:5257"	"TUBB"	"7"
"QTL:584"	"TUBB"	"7"
"QTL:5257"	"CYP21A2"	"7"
"QTL:584"	"CYP21A2"	"7"
"QTL:5257"	"DEF6"	"7"
"QTL:5257"	"PIM1"	"7"
"QTL:5257"	"BYSL"	"7"
"QTL:277"	"CYP1A2"	"7"
"QTL:5257"	"CYP1A2"	"7"
"QTL:277"	"CYP1A1"	"7"
"QTL:5257"	"CYP1A1"	"7"
"QTL:277"	"AKAP5"	"7"
"QTL:5257"	"AKAP5"	"7"
"QTL:8804"	"AKAP5"	"7"
"QTL:8805"	"AKAP5"	"7"
"QTL:24289"	"HSDL1"	"6"
"QTL:24289"	"GGN"	"6"
"QTL:5226"	"GGN"	"6"
"QTL:24289"	"LIG1"	"6"
"QTL:5226"	"LIG1"	"6"
"QTL:24289"	"ISOC2"	"6"
"QTL:5226"	"ISOC2"	"6"
"QTL:8665"	"ISOC2"	"6"
"QTL:24289"	"DHRS3"	"6"
"QTL:5226"	"DHRS3"	"6"
"QTL:8665"	"DHRS3"	"6"
"QTL:17547"	"ADPRHL2"	"6"
"QTL:5226"	"ADPRHL2"	"6"
"QTL:8665"	"ADPRHL2"	"6"
"QTL:17547"	"RHBDL2"	"6"
"QTL:5226"	"RHBDL2"	"6"
"QTL:17555"	"EFCAB7"	"6"
"QTL:5226"	"EFCAB7"	"6"
"QTL:5226"	"TSPAN1"	"6"
"QTL:5223"	"SNX14"	"1"
"QTL:5223"	"TUBE1"	"1"
"QTL:6481"	"TUBE1"	"1"
"QTL:5223"	"RFPL4B"	"1"
"QTL:6481"	"RFPL4B"	"1"
"QTL:5223"	"SH3BGRL2"	"1"
"QTL:6481"	"SH3BGRL2"	"1"
"QTL:5223"	"RBPMS2"	"1"
"QTL:5255"	"RBPMS2"	"1"
"QTL:6481"	"RBPMS2"	"1"
"QTL:5223"	"OAZ2"	"1"
"QTL:5255"	"OAZ2"	"1"
"QTL:6481"	"OAZ2"	"1"
"QTL:5223"	"ANXA2"	"1"
"QTL:5255"	"ANXA2"	"1"
"QTL:6481"	"ANXA2"	"1"
"QTL:5223"	"B2M"	"1"
"QTL:5255"	"B2M"	"1"
"QTL:6481"	"B2M"	"1"
"QTL:5223"	"TSHZ1"	"1"
"QTL:5255"	"TSHZ1"	"1"
"QTL:5223"	"C18orf63"	"1"
"QTL:5255"	"C18orf63"	"1"
"QTL:5223"	"VPS4B"	"1"
"QTL:5255"	"VPS4B"	"1"
"QTL:5223"	"MC4R"	"1"
"QTL:5255"	"MC4R"	"1"
"QTL:5223"	"FANCM"	"1"
"QTL:5255"	"FANCM"	"1"
"QTL:5223"	"MPDZ"	"1"
"QTL:5255"	"MPDZ"	"1"
"QTL:5223"	"ANXA1"	"1"
"QTL:5255"	"ANXA1"	"1"
"QTL:5223"	"SIT1"	"1"
"QTL:5255"	"SIT1"	"1"
"QTL:582"	"SIT1"	"1"
"QTL:5223"	"GBA2"	"1"
"QTL:5255"	"GBA2"	"1"
"QTL:582"	"GBA2"	"1"
"QTL:5223"	"CCIN"	"1"
"QTL:5255"	"CCIN"	"1"
"QTL:582"	"CCIN"	"1"
"QTL:1250"	"POLR1E"	"1"
"QTL:5223"	"POLR1E"	"1"
"QTL:5255"	"POLR1E"	"1"
"QTL:582"	"POLR1E"	"1"
"QTL:822"	"POLR1E"	"1"
"QTL:845"	"POLR1E"	"1"
"QTL:8799"	"LRRC6"	"4"
"QTL:5225"	"LRRC6"	"4"
"QTL:5256"	"LRRC6"	"4"
"QTL:8799"	"FAM49B"	"4"
"QTL:5225"	"FAM49B"	"4"
"QTL:5256"	"FAM49B"	"4"
"QTL:5225"	"MTSS1"	"4"
"QTL:5256"	"MTSS1"	"4"
"QTL:5225"	"ANXA13"	"4"
"QTL:5256"	"ANXA13"	"4"
"QTL:17560"	"SYBU"	"4"
"QTL:5225"	"SYBU"	"4"
"QTL:5256"	"SYBU"	"4"
"QTL:17560"	"ABRA"	"4"
"QTL:5225"	"ABRA"	"4"
"QTL:5256"	"ABRA"	"4"
"QTL:5256"	"VCPIP1"	"4"
"QTL:5256"	"GGH"	"4"
"QTL:5256"	"SDR16C5"	"4"
"QTL:5229"	"RPRD1B"	"17"
"QTL:5229"	"SLC2A10"	"17"
"QTL:5229"	"TSHZ2"	"17"
"QTL:5229"	"MC3R"	"17"
"QTL:5229"	"TUBB1"	"17"
"QTL:5224"	"DNAJC30"	"3"
"QTL:5224"	"WBSCR27"	"3"
"QTL:5224"	"RCC1L"	"3"
"QTL:5224"	"MEFV"	"3"
"QTL:6465"	"MEFV"	"3"
"QTL:5224"	"RHBDL1"	"3"
"QTL:6465"	"RHBDL1"	"3"
"QTL:5224"	"TCEB2"	"3"
"QTL:6465"	"TCEB2"	"3"
"QTL:5224"	"ANXA4"	"3"
"QTL:6465"	"ANXA4"	"3"
"QTL:5224"	"GFPT1"	"3"
"QTL:6465"	"GFPT1"	"3"
"QTL:4250"	"FAM49A"	"3"
"QTL:5224"	"FAM49A"	"3"
"QTL:8797"	"FAM49A"	"3"
"QTL:8798"	"FAM49A"	"3"
"QTL:4253"	"LNX1"	"8"
"QTL:1100"	"LNX1"	"8"
"QTL:1100"	"ANXA5"	"8"
"QTL:8808"	"ANXA5"	"8"
"QTL:5260"	"LNX2"	"11"
"QTL:5260"	"KATNAL1"	"11"
"QTL:37464"	"P4HA1"	"14"
"QTL:37464"	"ANXA7"	"14"
"QTL:5259"	"CHML"	"10"
"QTL:5259"	"HSD17B3"	"10"
"QTL:1110"	"BAG1"	"10"
"QTL:5259"	"BAG1"	"10"
"QTL:1110"	"FAM188A"	"10"
"QTL:2928"	"FAM188A"	"10"
"QTL:594"	"FAM188A"	"10"
"QTL:1110"	"CDNF"	"10"
"QTL:2928"	"CDNF"	"10"
"QTL:594"	"CDNF"	"10"
"QTL:1107"	"PARD3"	"10"
"QTL:2928"	"PARD3"	"10"
"QTL:1107"	"GDI2"	"10"
"QTL:593"	"B4GAT1"	"2"
"QTL:593"	"TEX40"	"2"
"QTL:909"	"LARGE2"	"2"
"QTL:909"	"TSPAN18"	"2"
"QTL:909"	"CAT"	"2"
"QTL:909"	"SAA1"	"2"
"QTL:909"	"TPH1"	"2"
"QTL:909"	"SERGEF"	"2"
"QTL:5228"	"ANXA6"	"16"
"QTL:1128"	"ICAM2"	"12"
"QTL:5227"	"ICAM2"	"12"
"QTL:5261"	"ICAM2"	"12"
"QTL:6472"	"ICAM2"	"12"
"QTL:6479"	"ICAM2"	"12"
"QTL:4254"	"G6PC3"	"12"
"QTL:5227"	"G6PC3"	"12"
"QTL:5261"	"G6PC3"	"12"
"QTL:6472"	"G6PC3"	"12"
"QTL:6479"	"G6PC3"	"12"
"QTL:4254"	"RAMP2"	"12"
"QTL:5227"	"RAMP2"	"12"
"QTL:5261"	"RAMP2"	"12"
"QTL:6472"	"RAMP2"	"12"
"QTL:6479"	"RAMP2"	"12"
"QTL:4254"	"DHX58"	"12"
"QTL:5227"	"DHX58"	"12"
"QTL:5261"	"DHX58"	"12"
"QTL:6472"	"DHX58"	"12"
"QTL:6479"	"DHX58"	"12"
"QTL:4254"	"RPL19"	"12"
"QTL:5227"	"RPL19"	"12"
"QTL:5261"	"RPL19"	"12"
"QTL:6472"	"RPL19"	"12"
"QTL:6479"	"RPL19"	"12"
"QTL:2929"	"LRRC46"	"12"
"QTL:5227"	"LRRC46"	"12"
"QTL:5261"	"LRRC46"	"12"
"QTL:595"	"LRRC46"	"12"
"QTL:6472"	"LRRC46"	"12"
"QTL:6479"	"LRRC46"	"12"
"QTL:37462"	"MYBBP1A"	"12"
"QTL:5227"	"MYBBP1A"	"12"
"QTL:5261"	"MYBBP1A"	"12"
"QTL:24289"	"TMEM51"	"6"
"QTL:5226"	"TMEM51"	"6"
"QTL:8665"	"TMEM51"	"6"
"QTL:24288"	"TPH2"	"5"
"QTL:5224"	"POMC"	"3"
"QTL:8797"	"POMC"	"3"
"QTL:8798"	"POMC"	"3"
"QTL:5224"	"TMEM186"	"3"
"QTL:6465"	"TMEM186"	"3"
"QTL:909"	"HSD17B12"	"2"
"QTL:909"	"SAA4"	"2"
"QTL:24288"	"CD9"	"5"
"QTL:4253"	"POLR2B"	"8"
"QTL:1100"	"POLR2B"	"8"
"QTL:5229"	"SNPH"	"17"
"QTL:5223"	"SLC31A2"	"1"
"QTL:5255"	"SLC31A2"	"1"
"QTL:6463"	"SLC31A2"	"1"
"QTL:6480"	"SLC31A2"	"1"
"QTL:24288"	"SLC2A13"	"5"
"QTL:5257"	"RNF39"	"7"
"QTL:584"	"RNF39"	"7"
"QTL:24289"	"TSHZ3"	"6"
"QTL:5226"	"TSHZ3"	"6"
"QTL:5229"	"LINC00493"	"17"
"QTL:5224"	"ASPHD1"	"3"
"QTL:5228"	"TNPO1"	"16"
"QTL:8812"	"TNPO1"	"16"
"QTL:5224"	"TNP2"	"3"
"QTL:6465"	"TNP2"	"3"
"QTL:5257"	"IER3"	"7"
"QTL:584"	"IER3"	"7"
"QTL:5226"	"RPRD1A"	"6"
"QTL:583"	"RPRD1A"	"6"
"QTL:17547"	"MC2R"	"6"
"QTL:5226"	"MC2R"	"6"
"QTL:17547"	"MC5R"	"6"
"QTL:5226"	"MC5R"	"6"
"QTL:909"	"TNKS1BP1"	"2"
"QTL:17547"	"RCC1"	"6"
"QTL:17563"	"RCC1"	"6"
"QTL:5226"	"RCC1"	"6"
"QTL:8665"	"RCC1"	"6"
"QTL:909"	"CD82"	"2"
"QTL:1110"	"DDX58"	"10"
"QTL:5259"	"DDX58"	"10"
"QTL:5257"	"CT797454.3"	"7"
"QTL:584"	"CT797454.3"	"7"
"QTL:24288"	"ACVRL1"	"5"
"QTL:2927"	"ACVRL1"	"5"
"QTL:24288"	"ACVR1B"	"5"
"QTL:2927"	"ACVR1B"	"5"
"QTL:24288"	"M6PR"	"5"
"QTL:5257"	"SLC44A4"	"7"
"QTL:584"	"SLC44A4"	"7"
"QTL:5257"	"RING1"	"7"
"QTL:584"	"RING1"	"7"
"QTL:277"	"ARIH1"	"7"
"QTL:5257"	"ARIH1"	"7"
"QTL:24289"	"LYPD3"	"6"
"QTL:5226"	"LYPD3"	"6"
"QTL:24289"	"LYPD5"	"6"
"QTL:5226"	"LYPD5"	"6"
"QTL:24289"	"AADACL4"	"6"
"QTL:5226"	"AADACL4"	"6"
"QTL:8665"	"AADACL4"	"6"
"QTL:24289"	"AADACL3"	"6"
"QTL:5226"	"AADACL3"	"6"
"QTL:8665"	"AADACL3"	"6"
"QTL:17563"	"SH2D5"	"6"
"QTL:5226"	"SH2D5"	"6"
"QTL:8665"	"SH2D5"	"6"
"QTL:17547"	"MFSD2A"	"6"
"QTL:5226"	"MFSD2A"	"6"
"QTL:17555"	"SLC44A5"	"6"
"QTL:5226"	"SLC44A5"	"6"
"QTL:583"	"SLC44A5"	"6"
"QTL:17555"	"FPGT"	"6"
"QTL:5226"	"FPGT"	"6"
"QTL:583"	"FPGT"	"6"
"QTL:5226"	"DMRTB1"	"6"
"QTL:5223"	"APH1B"	"1"
"QTL:5255"	"APH1B"	"1"
"QTL:6481"	"APH1B"	"1"
"QTL:5223"	"FAM81A"	"1"
"QTL:5255"	"FAM81A"	"1"
"QTL:6481"	"FAM81A"	"1"
"QTL:5223"	"EID1"	"1"
"QTL:5255"	"EID1"	"1"
"QTL:6481"	"EID1"	"1"
"QTL:5223"	"DMRTA1"	"1"
"QTL:5255"	"DMRTA1"	"1"
"QTL:5223"	"PLGRKT"	"1"
"QTL:5255"	"PLGRKT"	"1"
"QTL:5223"	"DMRT2"	"1"
"QTL:5255"	"DMRT2"	"1"
"QTL:5223"	"FAM166B"	"1"
"QTL:5255"	"FAM166B"	"1"
"QTL:582"	"FAM166B"	"1"
"QTL:1250"	"DCAF10"	"1"
"QTL:5223"	"DCAF10"	"1"
"QTL:5255"	"DCAF10"	"1"
"QTL:582"	"DCAF10"	"1"
"QTL:822"	"DCAF10"	"1"
"QTL:845"	"DCAF10"	"1"
"QTL:1250"	"TGFBR1"	"1"
"QTL:5223"	"TGFBR1"	"1"
"QTL:5255"	"TGFBR1"	"1"
"QTL:582"	"TGFBR1"	"1"
"QTL:822"	"TGFBR1"	"1"
"QTL:845"	"TGFBR1"	"1"
"QTL:1250"	"ALG2"	"1"
"QTL:5223"	"ALG2"	"1"
"QTL:5255"	"ALG2"	"1"
"QTL:582"	"ALG2"	"1"
"QTL:822"	"ALG2"	"1"
"QTL:845"	"ALG2"	"1"
"QTL:1250"	"MSANTD3"	"1"
"QTL:5223"	"MSANTD3"	"1"
"QTL:5255"	"MSANTD3"	"1"
"QTL:582"	"MSANTD3"	"1"
"QTL:822"	"MSANTD3"	"1"
"QTL:845"	"MSANTD3"	"1"
"QTL:1250"	"SLC44A1"	"1"
"QTL:5223"	"SLC44A1"	"1"
"QTL:5255"	"SLC44A1"	"1"
"QTL:822"	"SLC44A1"	"1"
"QTL:845"	"SLC44A1"	"1"
"QTL:5225"	"SNX31"	"4"
"QTL:5256"	"SNX31"	"4"
"QTL:5256"	"ARMC1"	"4"
"QTL:5229"	"SPATA25"	"17"
"QTL:5229"	"ADNP"	"17"
"QTL:5224"	"HMOX2"	"3"
"QTL:6465"	"HMOX2"	"3"
"QTL:5224"	"LUC7L"	"3"
"QTL:6465"	"LUC7L"	"3"
"QTL:5224"	"CNOT11"	"3"
"QTL:6465"	"CNOT11"	"3"
"QTL:5224"	"CEP68"	"3"
"QTL:6465"	"CEP68"	"3"
"QTL:5224"	"CRIM1"	"3"
"QTL:5224"	"MFSD2B"	"3"
"QTL:8797"	"MFSD2B"	"3"
"QTL:8798"	"MFSD2B"	"3"
"QTL:585"	"LCORL"	"8"
"QTL:4253"	"PPID"	"8"
"QTL:1100"	"PPID"	"8"
"QTL:4253"	"LSM6"	"8"
"QTL:1100"	"LSM6"	"8"
"QTL:1100"	"ABHD18"	"8"
"QTL:5260"	"PAN3"	"11"
"QTL:1110"	"C9orf24"	"10"
"QTL:5259"	"C9orf24"	"10"
"QTL:1107"	"CCDC3"	"10"
"QTL:2928"	"CCDC3"	"10"
"QTL:909"	"ATG13"	"2"
