"","accessionID","accessionName","accessionDescription","fromGenebank","fromGenebankID","fromGenebankID2","spp","speciesName","taxonomyID","subTaxaID","gpsLat","gpsLat_txt","gpsLong","gpsLong_txt","adm1","adm2","collectionSiteCountry","adm0","collectionSite","collectionSiteDetails","collectionSiteProvence","collectionDate","colNu_IPD","elevation","chromosomeNumber","germplasmStatus","MTA","ploidy","storageID","remarkID","dateCreated","lastUpdate"
"2590","EA02590","Geneva T-5' Lycopersicon esculentum Mill. Convar. parvibaccatum Lehm. Var. cerasiforme (Dun.) Alef. s.l.",NA,"GATERSLEBEN","LYC 1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2591","EA02591","Magnif Potente' Lycopersicon esculantum Mill. esculantumesculantum",NA,"GATERSLEBEN","LYC 1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AR",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2592","EA02592","Aurora 100' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2593","EA02593","Minimonk' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. subviride Lehm.",NA,"GATERSLEBEN","LYC 1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2594","EA02594","Plovdivska Konserva 41/1' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. flammatum Lehm.",NA,"GATERSLEBEN","LYC 1324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BG",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2595","EA02595","Black tomato Lycopersicon esculentum Mill.infiniens Lehm.flammatum Lehm.",NA,"GATERSLEBEN","LYC 1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,356,"2009-09-18","2010-02-17 17:06:26"
"2596","EA02596","Belyj Naliv' Lycopersicon esculentum Mill.fruticosum Lehm.speciosum Lehm.",NA,"GATERSLEBEN","LYC 1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2597","EA02597","Craigella' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. subviride Lehm.",NA,"GATERSLEBEN","LYC 1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2598","EA02598","Battipeglia 0757' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. oviforme (A. Voss) Lehm.",NA,"GATERSLEBEN","LYC 1336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2599","EA02599","San Marazano Baldoni' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. oviforme (A. Voss) Lehm.",NA,"GATERSLEBEN","LYC 1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IT ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2600","EA02600","Krakowskie Wczesne' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2601","EA02601","Zloty Jubileusz' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,357,"2009-09-18","2010-02-17 17:06:26"
"2602","EA02602","Lycopersicon esculentum Mill. infiniens Lehm. flammatum Lehm.",NA,"GATERSLEBEN","LYC 1346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AR",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2603","EA02603","Nevskij' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. pygmaeum Lehm.",NA,"GATERSLEBEN","LYC 1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,348,"2009-09-18","2010-02-17 17:06:26"
"2604","EA02604","Pipo' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2605","EA02605","Outdoor Girl' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. mikadofolium Lehm.",NA,"GATERSLEBEN","LYC 1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2606","EA02606","Belyj Naliv' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2607","EA02607","Bijskij Zeltyj' Lycopersicon esculentum Mill. Convar. Esculentum var. esculentum",NA,"GATERSLEBEN","LYC 1354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2608","EA02608","Bijskij Krasnyi' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2609","EA02609","Korneevskij' Lycopersicon esculentum Mill. Convar. Esculentum var. violaceum Lehm.",NA,"GATERSLEBEN","LYC 1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2610","EA02610","Jrasavica Lotaringii' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2611","EA02611","Patriot Kruglyj' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2612","EA02612","Best of all' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. pluriloculare Lehm.",NA,"GATERSLEBEN","LYC 1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2613","EA02613","Surecrop' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2614","EA02614","Kondrat'evskij' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2615","EA02615","Krupnyj Tomaskij Rozovyj' Lycopersicon esculentum Mill. Convar. Esculentum var. violaceum Lehm.",NA,"GATERSLEBEN","LYC 1363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2616","EA02616","Hellperle' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. subviride Lehm.",NA,"GATERSLEBEN","LYC 1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2617","EA02617","All Round' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. subviride Lehm.",NA,"GATERSLEBEN","LYC 1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2618","EA02618","Najwczesniesze' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2619","EA02619","Moneycross' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. subviride Lehm.",NA,"GATERSLEBEN","LYC 1367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2620","EA02620","Astronaut' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. flammatum Lehm.",NA,"GATERSLEBEN","LYC 1369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,345,"2009-09-18","2010-02-17 17:06:26"
"2621","EA02621","Spintoma' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. flammatum Lehm.",NA,"GATERSLEBEN","LYC 1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2622","EA02622","Rotkappchen' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. subviride Lehm.",NA,"GATERSLEBEN","LYC 1371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2623","EA02623","Grosto' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. flammatum Lehm.",NA,"GATERSLEBEN","LYC 1372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2624","EA02624","Fruhzauber' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. flammatum Lehm.",NA,"GATERSLEBEN","LYC 1374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2625","EA02625","English Grown' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. validum Bail.",NA,"GATERSLEBEN","LYC 1375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,289,"2009-09-18","2010-02-17 17:06:26"
"2626","EA02626","VF 145-B-7879-27166' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2627","EA02627","VFN 8-97160' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,358,"2009-09-18","2010-02-17 17:06:26"
"2628","EA02628","Heinz 1548-97148' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2629","EA02629","Heinz 1550-77097-2' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2630","EA02630","Supermarket 72162' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2631","EA02631","Lintorpa Prinzess' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. pygmaeum Lehm.",NA,"GATERSLEBEN","LYC 1381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,289,"2009-09-18","2010-02-17 17:06:26"
"2632","EA02632","Resista Korai' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. validum Bail.",NA,"GATERSLEBEN","LYC 1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,359,"2009-09-18","2010-02-17 17:06:26"
"2633","EA02633","Kecskemeti Konserv' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2634","EA02634","Kecskemeti Merevszaru' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. pygmaeum Lehm.",NA,"GATERSLEBEN","LYC 1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,289,"2009-09-18","2010-02-17 17:06:26"
"2635","EA02635","Nr. 1-D' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BG",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2636","EA02636","Koit' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2637","EA02637","Nois' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2638","EA02638","Karzelek Chodowski' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2639","EA02639","Koral' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. pygmaeum Lehm.",NA,"GATERSLEBEN","LYC 1389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,289,"2009-09-18","2010-02-17 17:06:26"
"2640","EA02640","Ulrichowski Wczesny' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2641","EA02641","Poznanski J.-S.-1' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var.subviride Lehm.",NA,"GATERSLEBEN","LYC 1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PL",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2642","EA02642","Gruntovyj Skorospelyj' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2643","EA02643","Graf Zeppelin' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. flammatum Lehm.",NA,"GATERSLEBEN","LYC 1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2644","EA02644","Lycopersicon esculentum Mill. Convar. esculentum",NA,"GATERSLEBEN","LYC 1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2645","EA02645","Kecskemeti' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2646","EA02646","Kecskemeti x Rutgers' Lycopersicon esculentum Mill. Convar infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HU",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2647","EA02647","Manalurin' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. commune Bail.",NA,"GATERSLEBEN","LYC 1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TR",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2648","EA02648","Veecrop' Lycopersicon esculentum Mill. Convar. fruticosum Lehm.var .speciosum Lehm.",NA,"GATERSLEBEN","LYC 1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2649","EA02649","Vendor' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. pluriloculare Lehm.",NA,"GATERSLEBEN","LYC 1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2650","EA02650","Cold Set' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2651","EA02651","Swift' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var.speciosum Lehm.",NA,"GATERSLEBEN","LYC 1405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2652","EA02652","Super Marmande' Lycopersicon esculentum Mill. Convar. Esculentum var. esculentum",NA,"GATERSLEBEN","LYC 1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2653","EA02653","Song-Hu' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. incarnatum Lehm.",NA,"GATERSLEBEN","LYC 1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CN",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2654","EA02654","Enterpriser' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. pluriloculare Lehm.",NA,"GATERSLEBEN","LYC 1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2655","EA02655","ES 58 Heinz' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. pluriloculare Lehm.",NA,"GATERSLEBEN","LYC 1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2656","EA02656","Giza No. 1' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var.pluriloculare Lehm.",NA,"GATERSLEBEN","LYC 1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EG",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2657","EA02657","Galaxy' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2658","EA02658","Hebros' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2659","EA02659","Heinz 1439' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2660","EA02660","Madara' Lycopersicon esculentum Mill. Convar. infiniens Lehm. Var. oviforme (A. Voss) Lehm.",NA,"GATERSLEBEN","LYC 1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,360,"2009-09-18","2010-02-17 17:06:26"
"2661","EA02661","Izobilie' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. finiens Lehm.",NA,"GATERSLEBEN","LYC 1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2662","EA02662","Mech. Harv. VF 145-22-8' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var.speciosum Lehm.",NA,"GATERSLEBEN","LYC 1419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"2663","EA02663","Pekinskij No. 10' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU ",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,361,"2009-09-18","2010-02-17 17:06:26"
"2664","EA02664","Pioner 2' Lycopersicon esculentum Mill. Convar. fruticosum Lehm. Var. speciosum Lehm.",NA,"GATERSLEBEN","LYC 1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Gatersleben",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
